 code	 name	 authorship	date	source	pages	misspelling	assessment	comments	combinations	basionym	link
673287	PHACOTAE	Franc&eacute;									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673287
614127	PHACOTUS	J.A.M. Perty									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614127
614128	PHACUS	Dujardin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614128
614129	PHACUS	Nitzsch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614129
614134	PHAEARTHRON	Pedersen									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614134
614135	PHAEASTER	Scherffel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614135
614136	PHAEOBOTRYS	Ettl									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614136
614137	PHAEOCAPSA	Korshikov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614137
614139	PHAEOCERAS	Gran									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614139
614140	PHAEOCEROS	Gran									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614140
614141	PHAEOCEROS	Gran									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614141
614142	PHAEOCITRUS	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614142
614143	PHAEOCLADIA	Gran									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614143
614144	PHAEOCOCCUS	Borzi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614144
614145	PHAEOCOCCUS	Borzi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614145
614147	PHAEOCOLAX	Hollenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614147
614146	PHAEOCOLAX	Hollenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614146
614148	PHAEOCYSTIS	Lagerheim									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614148
614150	PHAEODACTYLUM	Bohlin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614150
676380	PHAEODERMATIUM	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?676380
673312	PHAEOFLAGELLATAE	Engler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673312
614151	PHAEOGLOEA	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614151
614152	PHAEOGLOSSUM	Skottsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614152
614153	PHAEONEMA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614153
614154	PHAEOPHILA	Hauck									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614154
673319	PHAEOPHYCA	Dillon									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673319
614155	PHAEOPHYLA	'Hauck'									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614155
614156	PHAEOPLACA	Chodat									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614156
614157	PHAEOPLAX	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614157
614158	PHAEOSACCION	Farlow									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614158
614159	PHAEOSCHIZOCHLAMYS	Lemmermann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614159
614163	PHAEOSPERMUM	Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614163
614164	PHAEOSPHAERA	W. West & G.S. West									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614164
614165	PHAEOSPHAERIUM	Kjellman									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614165
614166	PHAEOSTREPTE	Skuja ex T. Will&eacute;n									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614166
614167	PHAEOSTROMA	Kuckuck									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614167
614168	PHAEOSTROMATELLA	P. Dangeard									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614168
614169	PHAEOSTROPHION	Setchell & Gardner									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614169
614170	PHAEOTETRAS	Skuja ex T. Will&eacute;n									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614170
614171	PHAEOTHALLUS	K.I. Meyer									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614171
614172	PHAEOTHAMNION	Lagerheim									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614172
614173	PHAEOTHAMNION	Lagerheim									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614173
614174	PHAEURUS	Skottsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614174
614176	PHALACROMA	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614176
673367	PHALACROMACEEN	Sch&uuml;tt									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673367
614180	PHANEROBIA	Skuja									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614180
614181	PHANERODINIUM	Deflandre									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614181
614182	PHANEROSPHAEROPS	Schopf & Blacic									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614182
614185	PHASCOLOPHYLLAPHYCUS	Leary									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614185
614186	PHASCON	Adans.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614186
614187	PHASEOLARIA	Printz									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614187
614188	PHASGANON	Ruprecht									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614188
614189	PHASGANON	Targioni-Tozzetti									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614189
614190	PHASGONON	Walker									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614190
614192	PHELODINIUM	Stover & Evitt									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614192
614193	PHENACOCLADUS	Cockerell									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614193
614194	PHEOCLOSTERIUM	Tappan & Loeblich jr.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614194
614195	PHEOPOLYKRIKOS	Chatton									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614195
614196	PHIALEDISCUS	L. Vailionis									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614196
614197	PHIALONEMA	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614197
614198	PHILIPPIA	Kuckuck									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614198
614199	PHILIPPIA	Kuckuck									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614199
614200	PHILIPPIELLA	P.C. Silva									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614200
614201	PHILLIPSIELLA	Lemmermann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614201
614202	PHILOZOON	Geddes									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614202
614204	PHITYMOPHORA	J. Agardh									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614204
614205	PHLEBOTHAMNION	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614205
614206	PHLEOCERAS	Ardissone									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614206
614207	PHLOEOCAULON	Sauvageau									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614207
614208	PHLOEORHIZA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614208
614209	PHLOEOSPORA	J.E. Areschoug									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614209
614210	PHLOIOCAULON	Geyler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614210
614211	PHLYCTAENIA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614211
614212	PHLYCTIDIUM	Montagne									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614212
614214	PHLYCTODES	Targioni-Tozzetti									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614214
614215	PHOBEROCYSTA	Millioud									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614215
614216	PHOENISPHAERIDIUM	Deunff									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614216
614217	PHOEOCOCCUS	--									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614217
614218	PHOEOCOCCUS	Borzi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614218
614219	PHOEOTHAMNION	'Lagerheim'									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614219
614221	PHORMIDIOIDEA	Wieland									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614221
614222	PHORMIDIOPSIS	Radzimovskii									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614222
614223	PHORMIDITES	Palik									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614223
614228	PHOTOCYSTIS	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614228
673378	PHOTOMONERA	Whittaker & Margulis									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673378
614229	PHOTOPHOBE	(Endlicher) Montagne									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614229
676381	PHRAGMIDIOTHRIX	(Engler) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?676381
614231	PHRAGMIDIOTHRIX	Engler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614231
673379	PHRAGMIDIOTRICHACEI	Engler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673379
676382	PHRAGMONEMA	(Zopf) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?676382
614232	PHRAGMONEMA	Zopf									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614232
614233	PHRAGMOPORA	J. H. Johnson & Konishi									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614233
614234	PHRAGMOPORELLA	Rezak									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614234
614235	PHRIX	J. G. Stewart									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614235
614236	PHRYGANELLA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614236
614237	PHTHANOPERIDINIUM	Drugg & Loeblich, Jr.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614237
673387	PHYCEI	Acharius									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673387
673388	PHYCOBIONTA	Weberling & Schwantes									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673388
614242	PHYCOBOTRYS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614242
614243	PHYCOCASTANUM	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614243
673390	PHYCOCHROMACEA	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673390
673394	PHYCOCHROMOPHYCAE	Schimper									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673394
673397	PHYCODA	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673397
614246	PHYCODENDRUM	O. Kuntze									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614246
614247	PHYCODES	Debey & Ettingshausen									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614247
614248	PHYCODES	R. Richter									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614248
614251	PHYCODRYS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614251
673398	PHYCOIDATA	Lyngbye									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673398
614252	PHYCOIDELLA	Matthew									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614252
614254	PHYCOLAPATHUM	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614254
614255	PHYCOLEDA	Itzigsohn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614255
614256	PHYCOMATER	Fries									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614256
614257	PHYCOPELTIS	Millardet									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614257
614260	PHYCOPHILA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614260
673405	PHYCOPHYTAE	L.F. Koch									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673405
673406	PHYCOPHYTES	Gravis									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673406
673980	PHYCOPHYTOMERA	Hu									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673980
614261	PHYCOPSIS	Rothpletz									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614261
614262	PHYCOPTERIS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614262
673410	PHYKEA	Wallroth									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673410
614266	PHYLLACANTHA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614266
676383	PHYLLACTIDIUM	(K&uuml;tzing) Hansgirg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?676383
614267	PHYLLACTIDIUM	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614267
614268	PHYLLACTIDIUM	M&ouml;bius									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614268
614269	PHYLLANTHUS	G&ouml;tting						nomen			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614269
614270	PHYLLARIA	(Le Jolis) Rostafinski									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614270
614273	PHYLLARIELLA	Petrov & Vozzhinskaja									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614273
614274	PHYLLARIOCHLORIS	Pascher & Jahoda									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614274
614275	PHYLLARIOMONAS	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614275
614278	PHYLLERPA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614278
614279	PHYLLITIS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614279
614280	PHYLLOBIUM	Klebs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614280
614281	PHYLLOCARDIUM	Korshikov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614281
673418	PHYLLOCARPAE	Rostafi&324;ski									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673418
614282	PHYLLOCHORDA	Sch.						given by Andrews as Schimper			http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614282
620842	PHYLLOCLADIA	J. Agardh									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?620842
614283	PHYLLODERMA	Suringar									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614283
614284	PHYLLODICTYOCHA	Deflandre									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614284
614285	PHYLLODINIUM	Conrad									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614285
614286	PHYLLOGENES	Targioni-Tozzetti									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614286
614287	PHYLLOGENES	Targioni-Tozzetti									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614287
614288	PHYLLOGENES	Targioni-Tozzetti ex Ruprecht									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614288
614289	PHYLLOGIGAS	Skottsberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614289
614290	PHYLLOGLOEA	P.C. Silva									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614290
614291	PHYLLOMA	Link									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614291
614292	PHYLLOMITUS	Stein									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614292
614293	PHYLLOMONAS	Klebs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614293
614294	PHYLLOMONAS	Korshikov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614294
673420	PHYLLOMORPHA	J.E. Gray									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673420
614298	PHYLLOPHORA	Greville									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614298
614304	PHYLLOPLAX	Schmidle									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614304
614305	PHYLLOSIPHON	K&uuml;hn									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614305
614309	PHYLLOTRICHA	J. E. Areschoug									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614309
614311	PHYLLOTYLUS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614311
614312	PHYMACIUM	H. F. Link									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614312
614313	PHYMATIUM	'Link'									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614313
614314	PHYMATODERMA	Ad. Brongniart									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614314
614315	PHYMATODERMA	Saporta									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614315
614316	PHYMATODOCIS	Nordstedt									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614316
614317	PHYMATOLITHON	Foslie									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614317
614320	PHYSACTIS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614320
614324	PHYSCOPHORA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614324
614325	PHYSEMATOPLEA	Kjellman									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614325
614327	PHYSOCAULON	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614327
614328	PHYSOCYTIUM	Borz&igrave;									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614328
614329	PHYSODICTYON	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614329
614330	PHYSOLINUM	Printz									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614330
614331	PHYSOMONAS	Lemmermann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614331
614332	PHYSOMONAS	W. S. Kent									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614332
614333	PHYSOPORELLA	Steinmann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614333
614337	PHYTHELIOS	Frenzel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614337
614338	PHYTHOCOME	Donati									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614338
614339	PHYTIUM	C.G.D. Nees von Esenbeck									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614339
614340	PHYTIUM	N. Pringsheim									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614340
614341	PHYTOBION	Lohmann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614341
673437	PHYTOBIONTA	Hu									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673437
614345	PHYTODINEDRIA	Pascher									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614345
673444	PHYTODINIERAE	Lindemann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673444
673445	PHYTODINIFORMES	Lindemann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673445
614346	PHYTODINIUM	Klebs									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614346
673447	PHYTODINOZOA	Chatton & Biecheler									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673447
673448	PHYTOFLAGELLATA	Conn & Edmondson									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673448
673449	PHYTOFLAGELLIDA	Calkins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673449
673450	PHYTOMASTIGIA	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673450
673451	PHYTOMASTIGIDA	Conn & Edmondson									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673451
673454	PHYTOMASTIGODA	B&uuml;tschli									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673454
673455	PHYTOMASTIGODA	Calkins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673455
673456	PHYTOMASTIGODA	Seligo									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673456
673457	PHYTOMASTIGOPHORA	Conn & Edmondson									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673457
673458	PHYTOMASTIGOPHOREA	Calaway & Lackey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673458
673459	PHYTOMASTIGOPHORIA	Pearse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673459
673461	PHYTOMONADES	Haeckel									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673461
673462	PHYTOMONADIDA	Calkins									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673462
673466	PHYTOMONADORIDA	Levine									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673466
621222	PHYTOMONAS	Bergey, Harrison, Breed, Hammer, & Huntoon									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?621222
614347	PHYTOMONAS	C. Donovan Nom. nud.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614347
614348	PHYTOMONAS	Donovan									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614348
673469	PHYTOMONOIDEA	Walton									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673469
614349	PHYTOMORULA	Kofoid									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614349
614351	PHYTOPHYSA	Weber-van Bosse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614351
614352	PHYTOPSIS	J. Hall									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614352
673470	PHYTOZOA	Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673470
673471	PHYTOZOAIRES	Bory									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673471
673472	PHYTOZOIDIA	Perty									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673472
673473	PHYTOZOIDIA	Perty									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673473
614353	PHYXALLIUM	Rafinesque									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614353
614354	PIAEA	Florin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614354
614355	PIANELLA	Radiocic									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614355
614356	PICCONIELLA	De Toni f.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614356
614357	PICOSTELLA	F. H. Cramer, Allam, Kanes, Diez									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614357
614358	PIKEA	Harvey									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614358
614359	PILA	Bertrand									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614359
614361	PILAYELLA	Bory									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614361
614364	PILGERIA	W. Schmidle									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614364
614366	PILIDIOCYSTIS	Bohlin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614366
614367	PILIFEROSPHAERA	A. R. Loeblich, Jr.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614367
614368	PILINELLA	Hollenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614368
614369	PILINIA	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614369
614370	PILOCLADUS	Kornmann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614370
614371	PILODEA	Pia									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614371
614372	PILONEMA	Derb. & Sol.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614372
614373	PILONEMA	Kuckuck mscr.									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614373
614374	PILOSTROMA	Vologdin									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614374
614375	PINNARIA	S. Endlicher & C. Diesing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614375
614376	PINNATIFIDA	Stackhouse									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614376
614378	PINNULARIA	C.G. Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614378
614379	PINNULARIA	C.G. Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614379
614380	PINNULARIA	C.G. Ehrenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614380
614382	PINNULARIA,	PINNULARIAE BAIKALIAE Skvortzov									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614382
673477	PINNULARIAE	Sch&uuml;tt									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?673477
614385	PIREA	Vavrdova									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614385
614387	PIRILITHION	Lyul'eva									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614387
614388	PIRIURELLA	Cookson & Eisenack									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614388
614389	PIROMONAS	Liebetanz									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614389
614390	PIROPSIS	Meunier									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614390
614392	PIRULUS	J.W. Snow									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614392
614393	PISTILLUM	N. Hoffmann									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614393
614394	PITHISCUS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614394
614395	PITHISCUS	K&uuml;tzing									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614395
614396	PITHISCUS	P. A. Dangeard									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614396
614398	PITHOPHORA	Wittrock									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614398
614399	PITHYOPSIS	Falkenberg									http://ucjeps.berkeley.edu/cgi-bin/porp_cgi.pl?614399
