ID	year	source	details
r130263	2009	Diatom Research	24: 328-329, figs. 1-8
r100197	1838	Consid. Diat.:	13
r152120	1930	Revista Chilena de Historia Natural	34: 198, fig. 35-1
r100198	1933	Rabenhorst's Krypt.-Fl.	7{2}: 405, fig. 858
r156762	1988	Proceedings of the Academy of Natural Sciences of Philadelphia	140: 344, figs. 8-18
r101641	1952	Bot. Not.	1952: 385, figs. 62-65
r136551	1952	Bot. Not.	1952: 383, figs. 52-56
r136552	1955	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	5: 22, pl. I: fig. 15
r135465	1959	Kieler Meeresf.	15: 76, pl. 12: figs. 10-13
r100201	1880	Syn. Diat. Belgique:	pl. XXVII: figs. 45, 46
r100199	1989	Diatom Res.	4: 233, figs. 31-38, 54-59
r101704	1987	Atlas & Cat. Diat. Types Hustedt:	231, pl. 337: figs. 1-6
r130264	2009	Diatom Research	24: 330, figs. 9-19
r100202	1996	Acta Phytotax. Sin.	34: 102, fig. 1: 3
r101702	1987	Atlas & Cat. Diat. Types Hustedt:	231, pl. 338: figs. 1-9
r100203	1996	Iconographia diatomologica	4: 13, pl. 50: figs. 30-32; pl. 75: figs. 1, 5, 7; pl. 92: figs. 1, 2 [not cited in text]
r100204	1996	Acta Phytotax. Sin.	34: 103, fig. 1: 4
r100205	1995	Biblioth. Diatomol.	32: 36, pl. 1: figs. 14-18
r144453	1990	J. Paleolimnol.	3: 64, fig. 6d-i
r130397	1937	Philippine J. Sc.	62: 312, pl. 5: figs. 1, 2, 22, 23
r100206	1880	Syn. Diat. Belgique:	expl. pl. XXVII: fig. 20
r100207	1981	Nova Hedwigia	33: 534, pl. 1: fig. 31
r100208	1989	Biblioth. Diatomol.	18: 99
r100210	1833	Alg. Aq. Dulc. Germ.	8: [4]
r100209	1880	Syn. Diat. Belgique:	pl. XXVII: figs. 35, 36
r100211	1989	Biblioth. Diatomol.	18: 104
r100212	1880	Syn. Diat. Belgique:	pl. XXVII: figs. 41-44
r148218	1910	Danske Diat.:	129, pl. III: fig. 79
r100214	1937	Arch. Hydrobiol. Suppl.	15: 193, pl. XIII: figs. 50-53
r100215	1982	Jap. J. Phycol.	30: 195, fig. 2
r100216	1989	Biblioth. Diatomol.	18: 106, pl. 55: figs. 4-12; pl. 57: fig. 11; pl. 67: figs. 35, 36
r100217	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 149, pl. I: fig. 9
r101643	1982	Beih. Nova Hedwigia	73: 286, pl. 1: fig. 9
r136553	1952	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	4: 19, fig. 30
r100218	1955	M&eacute;m. Inst. Sci. Madagascar, Biol. V&eacute;g.	5: 22, pl. III: fig. 22
r100219	1989	Biblioth. Diatomol.	18: 107
r135781	1952	Bot. Not.	1952: 388, figs. 72-75
r146980	1963	Trans. Amer. Microscop. Soc.	82: 274, pl. I: figs. 31, 32
r100220	1929	Bot. Arch.	27: 350, fig. 8
r150644	1939	Arch. Hydrobiol. Suppl.	16: 380, figs. in A. Schmidt's Atlas pl. 409: figs. 58-63 (1937)
r123289	1958	Publ. Inst. Antaacute;rt. Argent.	5: 79, pl. I: figs. 37, 38
r146839	1935	Ber. Schweiz. Bot. Ges.	44: 88, fig. 2
r143037	1901	Bih. K. Svenska Vet.-Akad. Handl.	26{Afd. III, 18}: 6, pl. 2: figs. 20-22
r152029	1976	Bot. Mar.	19: 381, pl. I: figs. 1, 2
r136554	2002	Biblioth. Diatomol.	46: 16, pl. 21
r135629	1996	Cryptogamie: Algologie	17: 198
r100222	1995	Biblioth. Diatomol.	32: 38, pl. 1: figs. 19-27
r100221	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 16, pl. I: fig. 14
r100223	1953	&Ouml;sterr. Bot. Z.	100: 541, figs. 10, 11
r100224	1989	Biblioth. Diatomol.	18: 109, pl. 74: figs. 19-24
r100225	1900	Bih. Kongl. Svenska Vetensk.-Akad. Handl.	26(Afd. III, 10): 13, fig. 8
r151605	1828	M&eacute;m. Mus. Hist. Nat. [Paris]	16: 312, pl. 13: fig. 9
r135665	1961	Rev. Alg. n.s.	5: 272, pl. I(26): figs. 35, 36
r100226	1903	Bot. Tidsskr.	25: 34, pl. I: fig. 9
r100227	1996	Iconographia Diatomologica	3: 54
r140391	1952	Bot. Not.	1952: 390, figs. 91-94
r100228	1989	Biblioth. Diatomol.	18: 113
r101700	1987	Atlas & Cat. Diat. Types Hustedt:	231, pl. 336: figs. 29-31
r100229	1945	Farlowia	2: 169, pl. I: figs. 6, 7
r100231	1988	Phycologia	27: 307
r100232	1933	Rabenhorst's Krypt.-Fl.	7{2}: 390, fig. 838
r100233	1933	Ostenia [Estud. Bot. Regi&oacute;n Uruguaya 13]:	128, figs. 14, 15
r100234	1933	Ostenia [Estud. Bot. Regi&oacute;n Uruguaya 13]:	128, fig. 16
r100235	1933	Ostenia [Estud. Bot. Regi&oacute;n Uruguaya 13]:	127, figs. 9-13
r100236	1998	Iconographia Diatomologica	5: 19, pl. 67: figs. 1-11; pl. 68: figs. 1-3
r100237	1866	Trans. Bot. Soc. Edinburgh	8: 438, pl. VI: figs. 11-13
r100238	1909	Diat. Monde Entier, ed. 2:	113
r100239	1893	Diat. Auvergne:	50, pl. I: fig. 4
r101644	1966	Nova Hedwigia	11: 447, pl. 60(1): figs. 5-8
r100240	1998	Biblioth. Diatomol.	38: 85, pl. 18: figs. 1-9
r101548	1994	Biblioth. Diatomol.	29: 96
r100241	1936	Bot. Arch.	38: 179, figs. 10-14
r142445	1982	Beih. Nova Hedwigia	73: 286, plate 1: fig. 10
r144362	1995	Biblioth. Diatomol.	32: 39
r100243	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 149, pl. I: fig. 8
r100242	1995	Biblioth. Diatomol.	32: 40, pl. 2: figs. 18-26
r140120	2000	Icon. Diatomol.	7: 93
r100244	1989	Biblioth. Diatomol.	18: 122
r100245	1989	Biblioth. Diatomol.	18: 121
r100246	1930	S&uuml;ssw.-Fl., ed. 2,	10: 199, fig. 280
r140393	1895	Medd. Gr&oslash;nland	18: 408, pl. VII: fig. 86
r101580	2004	Iconogr. Diatomol.	13: 124, pl. 13: figs. 1-7; pl. 14: figs. 1-4
r136555	1988	Proc. Int. Diat. Symp.	9: 391, pls. 1, 2
r140589	2014	Fottea	14: 19, figs. 16-18
r140405	1970	Bot. Mar.	13: 88, figs. 1-4
r100247	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 149, pl. I: fig. 12
r100248	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 150, pl. I: fig. 13
r100249	1974	Bot. Not.	127: 373, figs. 1, 2
r135467	1960	Kieler Meeresf.	16: 127, pl. 1: figs. 5-7
r140586	2014	Fottea	14: 17, figs. 7-10
r135395	1972	Nova Hedwigia	22: 273, pl. I: fig. 4
r135715	1962	M&eacute;m. Mus. Natl. Hist. Nat. [Paris], S&eacute;r. B, Bot.	12: 16, pl. I: fig. 15a-b
r148871	1942	Int. Rev. Gesamten Hydrobiol.	42: 39, figs. 49-53
r131689	2010	Diatom Research	25: 186, figs. 1-28
r135469	1959	Kieler Meeresf.	15: 75, pl. 10: figs. 25, 26
r135471	1959	Kieler Meeresf.	15: 75, pl. 10: figs. 22-24
r135567	1996	Cryptogamie: Algologie	17: 179
r135666	1961	Rev. Alg. n.s.	5: 272, pl. I(26): fig. 37, 38
r100250	1963	J. Quekett Microscop. Club	29: 201, fig. 5
r101687	1953	Kongl. Svenska Vetensk.-Akad. Handl., ser. 4,	p. 25, figs. 524
r135782	1955	Duke Univ. Mar. Stat. Bull.	6: 18, pl. 5: figs. 26-28
r135472	1961	Proc. Acad. Nat. Sci. Philadelphia	112: 167, pl. 1: fig. 7
r135473	2012	Diatom Res.	27: 83
r100251	1959	Kieler Meeresf.	15: 75, pl. 10: figs. 14-17
r100252	1880	K. Svenska Vet.-Akad. Handl., ser. 4,	17{2}: 23
r100253	1880	Syn. Diat. Belgique:	pl. XXVII: figs. 33, 34
r100254	1939	Ber. Deutsch. Bot. Ges.	56: 554, pl. XXV: figs. 5-10
r100255	1995	Canad. J. Bot.	72: 1742, figs. 26-29, 63-66
r100256	1983	Bull. Jard. Bot. Natl. Belgique	53: 501, fig. 5
r156366	1978	Nova Hedwigia	30: 153, pl. IV: figs. 53-55
r136556	1990	J. Paleolimnol.	3: 64, fig. 6o-t
r100257	1989	Biblioth. Diatomol.	18: 130
r146981	1963	Trans. Amer. Microscop. Soc.	82: 276, pl. I: figs. 41, 42
r100258	1989	Biblioth. Diatom.	18: 131, pl. 15: fig. 1; pl. 61: figs. 1-17
r100259	1991	S&uuml;sswasserfl. Mitteleuropa	7{4}: 65
r100260	1954	Arch. Hydrobiol.	48: 467, figs. 12-20
r150307	1934	Soc. Sci. Fenn., Comment. Biol.	4{14}: 41, fig. 50
r100261	1903	Bot. Tidsskr.	25: 35, pl. I: fig. 11
r100262	1985	Bull. Soc. Neucha\*^teloise Sci. Nat.	108: 139, fig. 3:35, 36; fig. 4:53-56; fig. 5:63; fig. 8:105; fig. 9:121; fig. 10:140-144; 55b, 142b
r100263	1985	Bull. Soc. Neucha\*^teloise Sci. Nat.	108: 139
r150642	2003	Bull. Soc. Sci. Nat. Ouest France (Nantes) 2 suppl. Hors Ser.:	134, figs. 29-34
r100264	1981	Nova Hedwigia	33: 535, pl. 24: fig. 6
r101647	1953	Comun. Inst. Trop. Invest. Ci. [Univ. El Salvador]	2: 132, fig. 1
r100265	1933	Rabenhorst's Krypt.-Fl.	7{2}: 403, fig. 854 B
r100266	1989	Biblioth. Diatomol.	18: 135
r153367	1932	Kongl. Svenska Vetenskapsakad. Handl., ser. 3 [i.e., 5],	11{2}: 133, fig. 377 [misprinted in text figs. 374a,b]
r153366	1933	Arch. Hydrobiol.	26: 239, figs.29, 30
r136557	1939	Arch. Hydrobiol.	35: 371, pl. XI: figs. 12-14
r100267	1993	Biblioth. Diatomol.	27: 8
r100268	1989	Diatom Res.	4: 228, figs. 1-7, 42-53
r138317	1985	Acta Palaeobotanica	25: 45, pl. I: fig. 49-54
r143625	2009	J. Jap. Bot.	84: 20, figs. 1-24
r100269	1910	Medd. Gr&oslash;nland	43: 215. pl. XIII: fig. 21
r100270	1989	Biblioth. Diatomol.	18: 138, pl. 53: figs. 39-42
r100271	1989	Biblioth. Diatomol.	18: 138, pl. 68: figs. 39-46
r100272	1989	Biblioth. Diatomol.	18: 139, pl. 71: figs. 30-37; pl. 73: figs. 2-4
r140587	2014	Fottea	14: 19
r133344	2005	Diatom	21: 131
r134372	1927	Arch. Hydrobiol.	18: 238, pl. VII: figs. 5,6
r153447	2017	Botanica Marina	60: 306, figs. 53-82
r134258	1957	Bot. Not.	110: 343, figs. 3-6
r130401	1936	Bot. Zhurn. SSSR	21: 707 (R), 719, pl. I: fig. 1
r100273	1955	M&eacute;m. Inst. Sci. Madagascar, S&eacute;r. B, Biol. V&eacute;g.	5: 23, pl. II: fig. 17
r143661	1945	Farlowia	2: 169-170, pl. II: figs. 1-3
r137139	1996	Iconogr. Diatomol.	2: 26, pl. 78: figs. 21a, b
r100274	1933	Rabenhorst's Krypt.-Fl.	7{2}: 393, fig. 841 B
r137141	1939	Ber. Deutsch. Bot. Ges.	56: 554
r101567	2003	Diatom Research	18: 369
r144361	1995	Biblioth. Diatomol.	32: 41
r100275	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 150, pl. I: fig. 14
r101576	2005	Iconogr. Diatomol.	15: 23, pl. 30: figs. 7-12
r154146	1921	Hedwigia	63: 144, figs. 9-12
r100279	1995	Biblioth. Diatomol.	32: 42, pl. 3: figs. 1-9
r100278	1979	Cah. O.R.S.T.O.M., S&eacute;r. Hydrobiol.	12: 150, pl. I: fig. 10
r100280	1966	Monogr. Acad. Nat. Sci. Philadelphia	13: 262, pl. 17: figs. 5, 6
r130399	1976	Ukrajns'k Bot. Zhurn.	33: 269, figs. 5, 6.
r133196	1956	Ergeb. Deutsch. Limnol. Venezuela-Exped. 1952	1: 110, text-figs. [Abb.] 26-28
r100281	1942	Arch. Hydrobiol.	39: 98, figs. 6-9
r100282	1979	Castanea	43: 251, figs. 1-11
r100283	1928	Bot. Iceland	2: 379, fig. 4
r100284	1933	Rabenhorst's Krypt.-Fl.	7{2}: 402, fig. 853 B
r100285	1933	Rabenhorst's Krypt.-Fl.	7{2}: 406, fig. 859 B
r100286	1880	K. Svenska Vet.-Akad. Handl., ser. 4,	17{2}: 22, pl. I: fig. 5
r134260	1982	Beih. Nova Hedwigia	73: 288, pl. 1: figs. 11-15
r145172	1973	Fragm. Floristic. Geobot.	19: 501, text-fig. 26, pl. 2: figs. 29, 30
r136889	1980	Palaeogeography, Palaeoclimatology & Palaeoecology	30: 174, pl. I: 3,4; Pl. II: 1,2
r135783	1955	Duke Univ. Mar. Stat. Bull.	6: 17, pl. 5: figs. 29-31
r155340	1937	Arch. Hydrobiol. Suppl.	15: 196, pl. XIII: figs. 26, 27
r100287	1937	A. Schmidt's Atlas Diatom.-Kunde:	pl. 410: figs. 8, 9
r100288	1989	Biblioth. Diatomol.	18: 150
r100289	1907	Diat. German.:	122
r100290	1989	Biblioth. Diatomol.	18: 152, pl. 77: figs. 30-38; pl. 78: figs. 2-4
r100291	1942	Arch. Hydrobiol.	39: 98, figs. 2-5
r147720	2015	Phytotaxa	227: 108
r101698	1970	Beih. Nova Hedwigia	31: 759, pl. I: figs. 11, 12
r101697	1987	Atlas & Cat. Diat. Types Hustedt:	230, pl. 336: figs. 10-18
r100292	1880	Syn. Diat. Belgique:	expl. pl. XXVII: fig. 50
r137149	1937	Arch. Hydrobiol. Suppl.	15: 200, pl. XIII: figs. 28-32
r130265	2009	Diatom Research	24: 331, figs. 20-30
r130267	2009	Diatom Research	24: 335, figs. 55-66
r101703	1987	Atlas & Cat. Diat. Types Hustedt:	232, pl. 337: figs. 7-14
r134708	1928	Deutsche S&uuml;dpolar-Exped. 1901-1903,	8: 580, pl. 5(35): figs. 105, 105a
r100293	1989	Biblioth. Diatomol.	18: 155
r101534	1994	Biblioth. Diatomol.	28: 90, pl. XVII
r135936	1966	Monogr. Acad. Nat. Sci. Philadelphia	13: 255
r100295	1954	Abh. Naturw. Ver. Bremen	33: 453, figs. 7-10
r137143	1942	Internat. Rev. Ges. Hydrobiol.	42: 36, figs. 34-37
r100296	1993	Biblioth. Diatomol.	27: 8, pl. 35: figs. 4-7
r100297	1991	S&uuml;sswasserfl. Mitteleuropa	2{4}: 39, pl. 23: figs. 33-38
r134264	2011	Algol. Studies	136/137: 198, figs. 18-25
r134268	2011	Algol. Studies	136/137: 226, figs. 155-184
r100300	1994	Proc. Int. Diatom Symp.	11 [Mem. Calif. Acad. Sci. 17]: 156
r100301	2004	Arch. Hydrobiol. Suppl.	150 (Algol. Stud. 111): 23
r100302	1996	Diatom Research	11: 349
r137119	1999	Iconogr. Diatomol.	6: 270
r153737	2004	Vie et Milieu	54: 128, figs. 1-41, 117-123
r153738	2004	Vie et Milieu	54: 133
r140590	2014	Fottea	14: 47, figs. 65-92
r142014	2014	Diatom Research	29: 388, figs. 1-40
r100304	1996	Diatom Research	11: 350
r154626	1994	J. Minnesota Acad. Sci.	59: 12
r122195	2007	Cryptogamie: Algologie	28: 155
r100305	1995	Diatom Res.	10: 208
r101606	1863	Consp. Crit. Diat. Dan.:	118
r134252	2011	Algol. Studies	136/137: 109, figs. 197-210, 274-284
r137126	1999	Iconogr. Diatomol.	6: 271
r136971	2007	Diatom Research	22: 358
r143617	2011	Biblioth. Diatomol.	57: 13, pls. 9, 10
r134256	2011	Algol. Studies	136/137: 142, figs. 1-36
r132787	2010	Polish Bot. J.	55: 58, figs, 2-32
r156540	2007	Bibliotheca Diatomol.	54: 28
r100306	1995	Diatom Res.	10: 207
r100308	1855	Ann. & Mag. Nat. Hist., ser. 2,	15: 8, pl. I: fig. 10
r100309	1997	Nova Hedwigia	65: 159
r142015	2014	Diatom Research	29: 390, figs. 41-80
r101571	2004	Diatom Research	19: 38
r122651	2007	Iconogr. Diatomol.	18: 23, pl. 109: figs. 1-10
r100310	2000	Diatom Research	15: 410
r100311	1844	Kieselschal. Bacill.:	75, pl. 3: fig. XXI
r139095	2012	Fottea	12: 190, figs. 1-82
r153994	2017	Eur. J. Phycol.	52: 271, figs. 1-10, 18-27, 38-49
r123141	2006	J. Phycol.	42: 1185, figs. 1-3
r149829	2010	Vie et Milieu	60: 188, pls. I-III
r146836	2015	Phytotaxa	224: 122, figs. 334-379, 395-402
r134248	2011	Algol. Studies	136/137: 7
r134265	2011	Algol. Studies	136/137: 200, figs. 26-47
r100312	1994	Proc. Int. Diatom Symp.	11 [Mem. Calif. Acad. Sci. 17]: 157
r100313	2000	Diatom Research	15: 413
r133302	2010	Vie et Milieu	60: 161, figs. 13-22
r100315	2003	Diat. Monogr.	4: 143
r133303	2010	Vie et Milieu	60: 161, figs. 25-37
r100316	1995	J. Iowa Acad. Sci.	101: 96
r134263	2011	Algol. Studies	136/137: 195, figs. 1-17
r100317	1863	Verh. K.K. Zool.-Bot. Ges. Wien	13: 146, pl. IV: fig. 8
r137133	1999	Iconogr. Diatomol.	6: 272
r150861	2014	European Journal of Taxonomy	79: 4, figs. 2-28
r155960	2017	Fottea	17: 66, figs. 1-46
r100319	1861	Alg. Eur. Dec.	101/102: no. 1003
r100320	1997	Nova Hedwigia	65: 156
r136972	2007	Diatom Research	22: 258
r137135	1999	Iconogr. Diatomol.	6: 273
r122134	2008	Iconogr. Diatomol.	17: 20
r159091	2019	Fottea	19: 34, figs. 1-20, 90-105
r131393	2009	Cryptogamie: Algol.	30: 297, figs. 1-21
r100322	1846	Bot. Zeitung	4: 247
r100323	1913	Ber. Naturw. Ver. Regensburg	14: 81, pl. III: figs. 42-44, 46, 47
r122386	2002	Diatom	18: 89
r100324	1997	Nova Hedwigia	65: 152, figs. 19-40
r155961	2017	Fottea	17: 66, figs. 47-84
r100326	1855	Ann. & Mag. Nat. Hist.,	ser. 2, 15: 8, pl. I: fig. 9
r146837	2015	Phytotaxa	224: 129, figs. 403-466, 467-477
r122652	2007	Iconogr. Diatomol.	18: 24, pl. 109: figs. 11-23
r150862	2014	European Journal of Taxonomy	79: 6, figs. 29-49
r100328	1844	Bacillarien:	75, pl. 3: figs. XIII, XIX
r148217	2009	Syst. Geogr. Pls.	79: 40
r136558	2002	Biblioth. Diatomol.	46: 17
r146838	2015	Phytotaxa	224: 121
r146840	2015	Phytotaxa	224: 116
r158363	2018	Phytotaxa	282: 91, figs. 2-88
r138528	2013	Phytotaxa	119: 22, figs. 1-27
r134253	2011	Algol. Studies	136/137: 121, figs. 211-224, 285-290
r101581	2004	Iconogr. Diatomol.	13: 126, pl. 20
r134267	2011	Algol. Studies	136/137: 223, figs. 131-154
r133304	2010	Vie et Milieu	60: 166, figs. 38-47
r135394	2011	Diatom Research	26: 22
r151976	2015	Phycol. Research	63: 240, figs. 1-27
r133301	2010	Vie et Milieu	60: 159, figs. 1-12
r134262	2011	Algol. Studies	136/137: 186, figs. 208-256
r100332	1997	Nova Hedwigia	65: 148
r156365	2007	Limnologica	37: 235
r101570	2004	Diatom Research	19: 36, figs 1-18, 28-43
r134250	2011	Algol. Studies	136/137: 49, figs. 2-13
r133305	2010	Vie et Milieu	60: 170, figs. 48-53
r135413	2009	Acta Bot. Croat.	68: 273, figs. 8-14, 21-26
r134251	2011	Algol. Studies	136/137: 79, figs. 1-26
r135391	2012	Current Advances in Algal Taxonomy:	p. 65, figs. 1-40
r151415	2016	Phytotaxa	284: 195, figs. 2-41
r134257	2011	Algol. Studies	136/137: 155
r101578	2004	Iconogr. Diatomol.	13: 426, pl. 3: figs. 1-16
r154145	2006	Atlas Japanese Diatoms	1: 129
r154147	2017	Phytotaxa	328: 90
r159092	2019	Fottea	19: 34, figs. 21-55, 106-123
r134261	2011	Algol. Studies	136/137: 179, figs. 183-207
r100335	2003	Diat. Monogr.	4: 147
r134259	2011	Algol. Studies	136/137: 160
r159093	2019	Fottea	19: 35, figs. 56-89, 124-146
r134266	2011	Algol. Studies	136/137: 201, figs. 48-66
r100336	1864	Fl. Eur. Alg.	1: 107
r100337	1861	Hist. Inf. ed. 4:	872
r154833	2017	Plant Ecology and Evolution	150: 318, figs. 3-5
r137142	1999	Iconogr. Diatomol.	6: 274
r123414	2006	Nova Hedwigia	82: 400, figs. 1-9, 28-33
r156597	2012	Phytotaxa	39: 19, figs. 4A-C
r100338	1993	J. Micropalaeontol.	12: 102, fig. 2, pl. 3: figs. 1-6
r100339	1989	Rev. Palaeobot. Palynol.	59: 51, figs. 2, 3, pls. I, II
r100340	1975	Palaeobotanist	22: 8, pl. 3: figs. 36, 37, 39
r145822	1992	Frag. Florist. Geobot.	37: 412
r145297	1992	Fragm. Floristic. Geobot.	37: 412, fig. 7
r146784	1895	Trans. Linn. Soc. London, Bot.	5: 34, pl. III: fig. 13
r146785	1861	Sitzungsberichte der Akademie der Wissenschaften mathematisch-naturwissenschaftliche Klasse	43: 9, figs. 5-8
r122338	1999	Diatom	15: 71, figs. 13, 14, 18, 143-158
r122339	1999	Diatom	15: 73
r158333	2018	Phytotaxa	382: 10
r148408	2015	Botanica Marina	58: 335, fig. 3
r148409	2015	Botanica Marina	58: 334
r139118	1971	Phycologia	10: 12, figs. 7-12
r154035	2017	Phycologia	56: 687, figs. 1-10
r100343	1983	Earth Science - J. Wuhan Coll. Geol.	23: 169, pl. 41: figs. 10-13
r100344	1983	Earth Science - J. Wuhan Coll. Geol.	23: 165, pl. 39: figs. 21-24
r147717	2015	Phytotaxa	226: 199
r100345	1983	Earth Science - J. Wuhan Coll. Geol.	23: 170, pl. 41: figs. 20-22
r100346	1983	Earth Science - J. Wuhan Coll. Geol.	23: 170, pl. 42: figs. 1-3
r100347	1983	Earth Science - J. Wuhan Coll. Geol.	23: 166, pl. 40: figs. 5-7
r100348	1991	Calcareous algae and stromatolites:	200
r100349	1983	Earth Science - J. Wuhan Coll. Geol.	23: 166, pl. 40: figs. 8-10
r100350	1983	Earth Science - J. Wuhan Coll. Geol.	23: 165, pl. 39: figs. 11-13
r100351	1985	Bull. Inst. Geol., Chin. Acad. Geol. Sci.	11: 146, pl. 2: figs. 5, 6
r100352	1985	Bull. Inst. Geol., Chin. Acad. Geol. Sci.	11: 146, pl. 4: fig. 5
r100353	1983	Earth Science - J. Wuhan Coll. Geol.	23: 164, pl. 39: figs. 9, 10
r100354	1983	Earth Science - J. Wuhan Coll. Geol.	23: 169, pl. 41: figs. 14, 15
r100355	1983	Earth Science - J. Wuhan Coll. Geol.	23: 170
r100356	1956	Bull. Soc. G&eacute;ol. France,	ser. 6, 5: 289, pl. XIII: figs. 6, 7
r100357	1983	Earth Science - J. Wuhan Coll. Geol.	23: 169
r100358	1983	Earth Science - J. Wuhan Coll. Geol.	23: 166, pl. 40: figs. 11-14
r100359	1983	Earth Science - J. Wuhan Coll. Geol.	23: 165, pl. 39: figs. 14-19
r100360	1983	Earth Science - J. Wuhan Coll. Geol.	23: 168, pl. 40: figs. 24, 25
r100361	1983	Earth Science - J. Wuhan Coll. Geol.	23: 171, pl. 42: figs. 7, 8
r100362	1983	Earth Science - J. Wuhan Coll. Geol.	23: 168, pl. 41: figs. 4-6
r100363	1983	Earth Science - J. Wuhan Coll. Geol.	23: 166, pl. 40: figs. 1-4
r100364	1983	Earth Science - J. Wuhan Coll. Geol.	23: 165, pl. 39: fig. 20
r100365	1983	Earth Science - J. Wuhan Coll. Geol.	23: 167, pl. 40: figs. 20, 21
r100366	1983	Earth Science - J. Wuhan Coll. Geol.	23: 171, pl. 42: figs. 4-6
r100367	1983	Earth Science - J. Wuhan Coll. Geol.	23: 170, pl. 41: figs. 16-19
r100368	1983	Earth Science - J. Wuhan Coll. Geol.	23: 164, pl. 39: figs. 6-8
r100369	1983	Earth Science - J. Wuhan Coll. Geol.	23: 168, pl. 40: figs. 22, 23
r100370	1983	Earth Science - J. Wuhan Coll. Geol.	23: 168
r124511	1964	Austral. J. Bot.	12: 99
r100373	1868	Tab. Phycol.	18: 12, pl. 35: figs. a-c
r124512	1868	Tab. Phycol.	18: 13, pl. 36: figs. a-c
r124513	1843	Phycol. General.:	405
r101617	1868	Tab. Phycol.	18: 12, pl. 35: figs. g-i
r124514	1849	Species algarum:	761
r124515	1868	Tab. Phycol.	18: 12
r124516	1843	Phycol. General.:	405, pl. 60.II
r130408	1862	Alg. Mar. Sicc.	fasc. 12, no. 562
r130409	1849	Sp. Alg.:	762
r124517	1849	Species algarum:	762
r130410	1868	Tab. Phyc.	18, p. 12, pl. 33: fig. f. g
r130411	1868	Tab. Phyc.	18, p. 13, pl. 36: fig. d-g
r130412	1843	Phyc. Gen.:	405.
r140026	2006	Phycol. Contr. [Dept. Bot., Univ. British Columbia]	7: 31
r140027	2006	Phycological Contribution	7: 30-31
r157279	1995	Acta Botanica Fennica	155: 12
r140028	1920	Phycol. Contr. [Dept. Bot., Univ. British Columbia]	7: 31
r100374	1988	New Zealand J. Bot.	25: 426, fig. 3
r100375	1986	Canad. J. Bot.	64: 2263
r100376	1983	Phycologia	22: 14
r100377	1988	J. Phycol.	24: 529, figs. 1-14
r100378	1993	Bot. Mar.	36: 412
r100379	1989	Inventaire des Algues Marines Benthiques d'Alg&eacute;rie:	79
r100380	1988	J. Phycol.	24: 531, figs. 15-38
r137790	1894	Bot. Zeit.	52: 210, pl. VII: figs. 1-10
r100381	1988	Ann. Bot. Fenn.	25: 238
r130522	2009	Bot. Mar.	52: 325
r137795	1862	Abh. K. Wiss. Berlin, Phys. Kl.	1862: 4, 8, pl. II
r143926	2001	Acta Adriatica	42{2}: 51
r100382	1979	Bot. Not.	132: 442
r124519	1945	Univ. Calif. Publ. Bot.	18: 312
r139119	1945	Pap. Michigan Acad. Sciences, Arts & Lett.	30: 158
r151249	1953	Allan Hancock Pacific Exped.	17{1}: 21, pl. 10: figs. 5, 6
r124520	1939	Danish Scientific Investigations in Iran, Part I:	102, fig. 26
r124521	1915	Dansk Bot. Ark.	3: 45
r124522	1987	Nova Hedwigia	45: 211, pl. I: figs. 1-6; pl. III: figs. 14-17
r133345	1984	Nova Hedwigia	40: 137, pls. 1-3 [= figs. 1-12]
r130413	1931	Hedwigia	71: 143, fig. 1
r140024	1940	Bull. Soc. Hist. Nat. Afr. Nord.	30: 458
r124523	1862	Sitzungsber. K&ouml;nigl. Bayer. Akad. Wiss. M&uuml;nchen	1861{2}: 405, 411
r100384	1931	Bull. Soc. Hist. Nat. Afrique N.	22: 223, fig. 5
r124524	1862	Sitzungsber. K&ouml;nigl. Bayer. Akad. Wiss. M&uuml;nchen	1861{2}: 405, 412
r124525	1927	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	6{6}: 17-21, figs. 9-11
r124526	1942	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	17{5}: 8-10, figs. 1, 2
r124527	1914	Mem. Torrey Bot. Club	15: 84, pl. 31: figs. 12-18
r124528	1943	Marine algae from Karachi. Part II. Rhodophyceae:	8, fig. 2B
r124529	1942	Biol. Meddel. Kongel. Danske Vidensk. Selsk.	17{5}: 13, fig. 5
r123463	1914	Mem. Torrey Bot. Club	15: 86
r101551	1945	Univ. Calif. Publ. Bot.	18: 313
r100385	1927	K. Danske Vid. Selsk. Biol. Meddel.	6{6}: 33, figs. 18-20
r148467	1915	Dansk Bot. Ark.	3: 56
r148468	1927	Rech. Acrochaetium et Rhodochorton:	30, 92, fig. 27
r154666	1920	Dansk Bot. Ark.	3: 454
